,primary_title,runtime_minutes,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit
482,Frontera,82.0,63,"Sep 5, 2014",Frontera,2300000.0,"$59,696",59696.0,-2240304.0
483,Beloved,66.0,65,"Oct 16, 1998",Beloved,53000000.0,"$22,852,487",22852487.0,-30147513.0
484,The Bucket List,60.0,62,"Dec 25, 2007",The Bucket List,45000000.0,"$93,466,502",174807445.0,129807445.0
485,Heroes,88.0,12,"Oct 24, 2008",Heroes,400000.0,"$655,538",655538.0,255538.0
486,Icarus,78.0,91,"Feb 9, 2010",Icarus,6000000.0,$0,0.0,-6000000.0
487,Ghost Town,26.0,31,"Sep 19, 2008",Ghost Town,20000000.0,"$13,367,624",29958228.0,9958228.0
488,The Tree of Life,60.0,24,"May 27, 2011",The Tree of Life,35000000.0,"$13,305,665",61721826.0,26721826.0
489,Maggie,88.0,47,"May 8, 2015",Maggie,4500000.0,"$187,112",1027760.0,-3472240.0
490,"As Above, So Below",10.0,84,"Aug 29, 2014","As Above, So Below",5000000.0,"$21,222,315",41824066.0,36824066.0
491,August,72.0,40,"Jul 11, 2008",August,3400000.0,"$12,636",12636.0,-3387364.0
492,Butterfly,80.0,98,"Dec 31, 2010",Butterfly,250000.0,$0,0.0,-250000.0
493,Sugar Town,75.0,82,"Sep 17, 1999",Sugar Town,250000.0,"$178,095",178095.0,-71905.0
494,Breathless,70.0,9,"May 13, 1983",Breathless,7000000.0,"$19,910,002",19910002.0,12910002.0
495,Good,83.0,78,"Dec 31, 2008",Good,16000000.0,"$31,631",31631.0,-15968369.0
496,Salvador,71.0,38,"Apr 23, 1986",Salvador,4500000.0,"$1,500,000",1500000.0,-3000000.0
497,Stay Alive,72.0,85,"Mar 24, 2006",Stay Alive,20000000.0,"$23,086,480",23187506.0,3187506.0
498,Timeline,82.0,1,"Nov 26, 2003",Timeline,80000000.0,"$19,480,739",26703184.0,-53296816.0
499,Kidnap,50.0,69,"Aug 4, 2017",Kidnap,21000000.0,"$30,718,107",34836080.0,13836080.0
500,The Blue Bird,84.0,71,"Jan 1, 1976",The Blue Bird,1200000.0,"$887,000",887000.0,-313000.0
501,Serendipity,74.0,53,"Oct 5, 2001",Serendipity,28000000.0,"$50,255,310",77477297.0,49477297.0
502,Columbus,85.0,93,"Aug 4, 2017",Columbus,700000.0,"$1,017,107",1110511.0,410511.0
